reviews	canonical_rebuttals
- For the automatic evaluation measures there should be multiple references per SPARQL query since this is how BLEU et al are supposed to be used.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
The selected baselines are not sufficient.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
The improvement from the baselines is also limited.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
In addition, it could be worthwhile to compare and benchmark on existing evaluations: https://arxiv.org/pdf/1802.06806.pdf' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
Better literature review to reflect the relevant previous video action recognitions, especially those on video compositional models.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
little improvements over the baselines or even significantly worse. More importantly,' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
However, as presented these ideas are poorly justified and careful comparisons against sensible baselines are missing.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
Moreover, comparison with some of the DA baselines (ADDA[1], DSN[2]) is missing.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
"- Pioneering work is not necessarily equivalent to ""using all the GPUs""' [SEP] 'rebuttal_done"	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
I feel the baseline in domain adaptation area is a bit limited.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
The connection between mutual information and generalization has been studied in several contexts [see, e.g., the references in this paper and https://arxiv.org/abs/1511.05219 https://arxiv.org/abs/1705.07809 https://arxiv.org/abs/1712.07196 https://arxiv.org/pdf/1605.02277.pdf https://arxiv.org/abs/1710.05233 https://arxiv.org/pdf/1706.00820.pdf ] and further exploration is desirable.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
A naive approach to estimate coefficient with single-source domain discrepancy measures such as [1]Mansour (2009), [2,3] Ben-David(2007, 2010), [4] Kuroki et al (2019), and W1-distance is not considered.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
Questions: I would like to see more discussion about difference between this work and [Z Hu, arXiv:1905.13728].' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
In the absence of citation or comparison with any of the prior work on multivariate statistical dependence testing, the current submission is not suitable for publication.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
For example, [1] could be used to reduce the variance of gradient w.r.t. \phi.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
A missing empirical analysis is on class-conditional noise (see for example Patrini et al. 17 for a definition).' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
I highly encourage the authors to finetune the ImageNet pre-trained BagNet on PASCAL VOC and compare to the previous patch-based deep networks.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
Since positional encoding with Fourier transforms is well known, this seems like the relevant benchmark but it receives only a brief treatment.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
I would also expect more ablation studies about how to pick p_{\had d}, which seems to be the key of this approach, in MNIST and CIFAR10.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
The submission could maybe improved by segmenting the work into intro / related / background (with clear equations presenting the existing GP) / analysis / approach / experiments' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
I do apologize if my original comment wasn't clear regarding the contribution part of the paper. What I was trying to say is not that I didn't see the individual contributions of the paper, but instead that the paper does multiple things simultaneously, without comparing against the relevant baselines for any of the individual contributions.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
I believe it will not be great, but I think for completeness, you should add such a baseline.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
6. On CIFAR10 the results seem to be worse that other methods.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
10. Another related paper seems to be Spatial Transformer Networks (Jaderberg et al.).' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
I'd encourage the authors to extend the intro and position the ideas w.r.t. existing works and extend the evaluation.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
For instance, I would like to see the comparison between DeepCS and SmartHash by Tang et al 2017.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
- The WGAN-GP baseline is very weak, i.e. does not show any reasonable generated images (Fig. 9).' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
4. The scores achieved by the baseline are very far from state of the art, making the comparison mostly useless,' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
There is also a matter of ease of training compared to existing approximations or relaxations, e.g. Gumbel-Sinkhorn.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
If one reframes the convergence rate in terms of FLOPs U=T^2 instead of iterations, then the convergence rate drops from 1/T to 1/sqrt(U), which undermines the claim in remark 3.4 that this analysis is superior to that of Yan et al. (2018).' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
The biased introduced via this truncation has been studied in great depth in [3] and shown to be harmful.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
Minor comment: An interesting line of work is that of [3] which could be included in the discussion.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
* first paragraph page 2: some references to causality literature and definition of spuriousness as common cause' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
This would be an effective baseline to compare. (Correct me if I am wrong here.)' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
- (W3) Baselines for transfer learning: I felt this was another notable oversight.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
More details should be provided, and when comparisons to past works or inter-life curiosity are made, this should be controlled for.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
- About setup: the paper reports using ResNets for natural images as in Mescheder et al. (2018).' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
- The baseline scores of Reg-SGAN and Reg-WGAN seem to be worse than those reported in Mescheder et al. (2018), which have inception scores above 6 according to Figure 6 of their paper.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
* CodeSLAM (best paper at CVPR'18) is referenced but there is no comparison with it, while a comparison on the EuRoC dataset should be possible.' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
- Authors do not visualize the attention (as is common in previous work involving attention in e.g., NLP).' [SEP] 'rebuttal_done	"We provided a detailed explanation about the experimental setting and further experimental results of the state-of-the-art performance in our response to ""The Common concerns about experimental setting and results""."
2. Why were more baselines from the related work not included? I understand the experiments are a proof of concept, but it would be nice to get a feeling for what some of the other methods do.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
- For the automatic evaluation measures there should be multiple references per SPARQL query since this is how BLEU et al are supposed to be used.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
The selected baselines are not sufficient.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
The improvement from the baselines is also limited.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
In addition, it could be worthwhile to compare and benchmark on existing evaluations: https://arxiv.org/pdf/1802.06806.pdf' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
Better literature review to reflect the relevant previous video action recognitions, especially those on video compositional models.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
little improvements over the baselines or even significantly worse. More importantly,' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
However, as presented these ideas are poorly justified and careful comparisons against sensible baselines are missing.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
Moreover, comparison with some of the DA baselines (ADDA[1], DSN[2]) is missing.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
"- Pioneering work is not necessarily equivalent to ""using all the GPUs""' [SEP] 'rebuttal_social"	Thank you for pointing out paper [3].
I feel the baseline in domain adaptation area is a bit limited.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
The connection between mutual information and generalization has been studied in several contexts [see, e.g., the references in this paper and https://arxiv.org/abs/1511.05219 https://arxiv.org/abs/1705.07809 https://arxiv.org/abs/1712.07196 https://arxiv.org/pdf/1605.02277.pdf https://arxiv.org/abs/1710.05233 https://arxiv.org/pdf/1706.00820.pdf ] and further exploration is desirable.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
A naive approach to estimate coefficient with single-source domain discrepancy measures such as [1]Mansour (2009), [2,3] Ben-David(2007, 2010), [4] Kuroki et al (2019), and W1-distance is not considered.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
Questions: I would like to see more discussion about difference between this work and [Z Hu, arXiv:1905.13728].' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
In the absence of citation or comparison with any of the prior work on multivariate statistical dependence testing, the current submission is not suitable for publication.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
For example, [1] could be used to reduce the variance of gradient w.r.t. \phi.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
A missing empirical analysis is on class-conditional noise (see for example Patrini et al. 17 for a definition).' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
I highly encourage the authors to finetune the ImageNet pre-trained BagNet on PASCAL VOC and compare to the previous patch-based deep networks.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
Since positional encoding with Fourier transforms is well known, this seems like the relevant benchmark but it receives only a brief treatment.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
I would also expect more ablation studies about how to pick p_{\had d}, which seems to be the key of this approach, in MNIST and CIFAR10.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
The submission could maybe improved by segmenting the work into intro / related / background (with clear equations presenting the existing GP) / analysis / approach / experiments' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
I do apologize if my original comment wasn't clear regarding the contribution part of the paper. What I was trying to say is not that I didn't see the individual contributions of the paper, but instead that the paper does multiple things simultaneously, without comparing against the relevant baselines for any of the individual contributions.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
I believe it will not be great, but I think for completeness, you should add such a baseline.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
6. On CIFAR10 the results seem to be worse that other methods.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
10. Another related paper seems to be Spatial Transformer Networks (Jaderberg et al.).' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
I'd encourage the authors to extend the intro and position the ideas w.r.t. existing works and extend the evaluation.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
For instance, I would like to see the comparison between DeepCS and SmartHash by Tang et al 2017.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
- The WGAN-GP baseline is very weak, i.e. does not show any reasonable generated images (Fig. 9).' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
4. The scores achieved by the baseline are very far from state of the art, making the comparison mostly useless,' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
There is also a matter of ease of training compared to existing approximations or relaxations, e.g. Gumbel-Sinkhorn.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
If one reframes the convergence rate in terms of FLOPs U=T^2 instead of iterations, then the convergence rate drops from 1/T to 1/sqrt(U), which undermines the claim in remark 3.4 that this analysis is superior to that of Yan et al. (2018).' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
The biased introduced via this truncation has been studied in great depth in [3] and shown to be harmful.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
Minor comment: An interesting line of work is that of [3] which could be included in the discussion.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
* first paragraph page 2: some references to causality literature and definition of spuriousness as common cause' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
This would be an effective baseline to compare. (Correct me if I am wrong here.)' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
- (W3) Baselines for transfer learning: I felt this was another notable oversight.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
More details should be provided, and when comparisons to past works or inter-life curiosity are made, this should be controlled for.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
- About setup: the paper reports using ResNets for natural images as in Mescheder et al. (2018).' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
- The baseline scores of Reg-SGAN and Reg-WGAN seem to be worse than those reported in Mescheder et al. (2018), which have inception scores above 6 according to Figure 6 of their paper.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
* CodeSLAM (best paper at CVPR'18) is referenced but there is no comparison with it, while a comparison on the EuRoC dataset should be possible.' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
- Authors do not visualize the attention (as is common in previous work involving attention in e.g., NLP).' [SEP] 'rebuttal_social	Thank you for pointing out paper [3].
In general, the space that was used to explain the Transformer baselines---which are essentially straightforward ways to adapt transformers to this task---could have been used to give more detail on the dataset.' [SEP] 'rebuttal_concede-criticism	We agree much detail on embeddings can be condensed or moved to Appendix.
1. What are the key limitations of AutoLoss ? Did we observe some undesirable behavior of the learned optimization schedule, especially when transfer between different datasets or different models ?' [SEP] 'rebuttal_concede-criticism	We agree much detail on embeddings can be condensed or moved to Appendix.
Does the discriminator exclude the poisoning data according to certain rule?' [SEP] 'rebuttal_concede-criticism	We agree much detail on embeddings can be condensed or moved to Appendix.
But there is no attempt to generalize the findings (e.g. new datasets not from original study, changing other parameters and then evaluating again if these techniques help etc.), not clear' [SEP] 'rebuttal_concede-criticism	We agree much detail on embeddings can be condensed or moved to Appendix.
In general, the space that was used to explain the Transformer baselines---which are essentially straightforward ways to adapt transformers to this task---could have been used to give more detail on the dataset.' [SEP] 'rebuttal_done	We haved add the above discussion to the latest version as Appendix A.9.
1. What are the key limitations of AutoLoss ? Did we observe some undesirable behavior of the learned optimization schedule, especially when transfer between different datasets or different models ?' [SEP] 'rebuttal_done	We haved add the above discussion to the latest version as Appendix A.9.
Does the discriminator exclude the poisoning data according to certain rule?' [SEP] 'rebuttal_done	We haved add the above discussion to the latest version as Appendix A.9.
But there is no attempt to generalize the findings (e.g. new datasets not from original study, changing other parameters and then evaluating again if these techniques help etc.), not clear' [SEP] 'rebuttal_done	We haved add the above discussion to the latest version as Appendix A.9.
In general, the space that was used to explain the Transformer baselines---which are essentially straightforward ways to adapt transformers to this task---could have been used to give more detail on the dataset.' [SEP] 'rebuttal_future	We leave it as a future work to study where the clear boundary is.
1. What are the key limitations of AutoLoss ? Did we observe some undesirable behavior of the learned optimization schedule, especially when transfer between different datasets or different models ?' [SEP] 'rebuttal_future	We leave it as a future work to study where the clear boundary is.
Does the discriminator exclude the poisoning data according to certain rule?' [SEP] 'rebuttal_future	We leave it as a future work to study where the clear boundary is.
But there is no attempt to generalize the findings (e.g. new datasets not from original study, changing other parameters and then evaluating again if these techniques help etc.), not clear' [SEP] 'rebuttal_future	We leave it as a future work to study where the clear boundary is.
"Also, a ""1x"" label seems to be missing in for the full softmax, so that the reference is clearly specified.' [SEP] 'rebuttal_answer"	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
In a related note, using MF for training BMs have been proposed previously and found to not work due to various reasons:' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
- The paper makes use of a result from the David MacKay textbook' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
- It is not clear why authors did not follow the evaluation protocol of [Achlioptas’17] or [Wu’16] more closely.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
You probably have to limit the operation to a half-sphere (there's some ideas for this in Gu et al).' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
* The paper states multiple times that VAEAC [Ivanov et al., 2019] cannot handle partially missing data, but I don’t think this is true, since their missing features imputation experiment uses the setup of 50% truly missing features.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
What is the point that you are trying to make? Also, note that some of the algorithms that you are citing there have indeed applied beyond architecture search, eg. Bayesian optimization is used for gait optimization in robotics, and Genetic algorithms have been used for automatic robot design.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
#3 is so generic that a large part of the previous literature on the topic fall under this category -- not new.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
The cited Berrett and Samworth MI test uses a permutation approach to obtaining the test threshold, not an asymptotic approach  (see the results of Section 4 of that paper).' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
"8. The itemized part in 5.3, ""...carefully selected baselines: 1.xxx, 2.xxx, 3. xxx, 4. xxx"". However, both 3 and 4 are not baselines!' [SEP] 'rebuttal_answer"	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
Lee et al. seem to make similar mistakes, and it is likely that their experimental design is also flawed.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
Specifically, prior work considered non-missing data during training, while we can't always guarantee that all the modalities are available.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
Specifically, the author mentioned Tsai et al. assumed factorized latent variables from the multimodal data, while Tsai et al. actually assumed the generation of multimodal data consists of disentangled modality-specific and multimodal factors.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
It is not even clear that the final compression of the baselines would not be better.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
Finally yet importantly, though a large number of works have been proposed to try to solve this problem especially the catastrophic forgetting, most of these works are heuristic and lack mathematical proof, and thus have no guarantee on new tasks or scenarios.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
Other recent works which have demonstrated effective regularization of LSTM LMs have proposed methods that can be used in any LSTM model, but that is not the case here.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
There has been a large body of work which shows that weaker attacks like membership attacks can be equally damaging, ii) Privacy is a worst-case guarantee.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
The reported FID for CIFAR10 using WGAN-GP is 54.4, which seems to be a bit high.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
Also, the authors should compare with few more graphnet + transmission layer (GraphNetST) baselines with the graph layers: $P(X)_i = Ax_i + \sum_{j \in N(x_i, X)} Bx_j + c$ and the same single transmission layer $\mathbf{1}\mathbf{1}^TXB$ in PointNetST.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
PointNet is a specialization of graphnets and GraphNetST should be added as a baseline with reasonable adjacency.' [SEP] 'rebuttal_answer	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
"* Mor et al. (2018) do actually make use of an adversarial training criterion (referred to as a ""domain confusion loss""), contrary to what is claimed in the introduction.' [SEP] 'rebuttal_answer"	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
"For example, ""The old system of private arbitration courts is off the table"" from DE-EN 2016 Dev doesn't seem like it should benefit from this architecture.' [SEP] 'rebuttal_answer"	"Even if they did show these convincingly, it is not obvious to me that it is valuable."", we have performed the same experiments on more iterations such that we clearly see that baseline stay separate."
"Also, a ""1x"" label seems to be missing in for the full softmax, so that the reference is clearly specified.' [SEP] 'rebuttal_structuring"	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
In a related note, using MF for training BMs have been proposed previously and found to not work due to various reasons:' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
- The paper makes use of a result from the David MacKay textbook' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
- It is not clear why authors did not follow the evaluation protocol of [Achlioptas’17] or [Wu’16] more closely.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
You probably have to limit the operation to a half-sphere (there's some ideas for this in Gu et al).' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
* The paper states multiple times that VAEAC [Ivanov et al., 2019] cannot handle partially missing data, but I don’t think this is true, since their missing features imputation experiment uses the setup of 50% truly missing features.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
What is the point that you are trying to make? Also, note that some of the algorithms that you are citing there have indeed applied beyond architecture search, eg. Bayesian optimization is used for gait optimization in robotics, and Genetic algorithms have been used for automatic robot design.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
#3 is so generic that a large part of the previous literature on the topic fall under this category -- not new.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
The cited Berrett and Samworth MI test uses a permutation approach to obtaining the test threshold, not an asymptotic approach  (see the results of Section 4 of that paper).' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
"8. The itemized part in 5.3, ""...carefully selected baselines: 1.xxx, 2.xxx, 3. xxx, 4. xxx"". However, both 3 and 4 are not baselines!' [SEP] 'rebuttal_structuring"	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
Lee et al. seem to make similar mistakes, and it is likely that their experimental design is also flawed.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
Specifically, prior work considered non-missing data during training, while we can't always guarantee that all the modalities are available.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
Specifically, the author mentioned Tsai et al. assumed factorized latent variables from the multimodal data, while Tsai et al. actually assumed the generation of multimodal data consists of disentangled modality-specific and multimodal factors.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
It is not even clear that the final compression of the baselines would not be better.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
Finally yet importantly, though a large number of works have been proposed to try to solve this problem especially the catastrophic forgetting, most of these works are heuristic and lack mathematical proof, and thus have no guarantee on new tasks or scenarios.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
Other recent works which have demonstrated effective regularization of LSTM LMs have proposed methods that can be used in any LSTM model, but that is not the case here.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
There has been a large body of work which shows that weaker attacks like membership attacks can be equally damaging, ii) Privacy is a worst-case guarantee.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
The reported FID for CIFAR10 using WGAN-GP is 54.4, which seems to be a bit high.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
Also, the authors should compare with few more graphnet + transmission layer (GraphNetST) baselines with the graph layers: $P(X)_i = Ax_i + \sum_{j \in N(x_i, X)} Bx_j + c$ and the same single transmission layer $\mathbf{1}\mathbf{1}^TXB$ in PointNetST.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
PointNet is a specialization of graphnets and GraphNetST should be added as a baseline with reasonable adjacency.' [SEP] 'rebuttal_structuring	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
"* Mor et al. (2018) do actually make use of an adversarial training criterion (referred to as a ""domain confusion loss""), contrary to what is claimed in the introduction.' [SEP] 'rebuttal_structuring"	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
"For example, ""The old system of private arbitration courts is off the table"" from DE-EN 2016 Dev doesn't seem like it should benefit from this architecture.' [SEP] 'rebuttal_structuring"	"Concerning the point "" It is not even clear that the final compression of the baselines would not be better."
"Also, a ""1x"" label seems to be missing in for the full softmax, so that the reference is clearly specified.' [SEP] 'rebuttal_concede-criticism"	However, we agree that this was not clear in this first revision: atoms which were displayed looked qualitatively similar.
